idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,utm_nord,utm_est,lat,lng,location,:@computed_region_6hky_swhk,:@computed_region_ttgh_9sm5,:@computed_region_af5v_nc64,datastop
17295,Ozono,µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,2013-01-26T00:00:00.000,5047718,487687,45.58289429,8.84216546,"{'type': 'Point', 'coordinates': [8.84216546, 45.58289429]}",1,1,3,
6412,Ossidi di Azoto,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,2002-01-01T00:00:00.000,4998110,579872,45.13195042,10.01574064,"{'type': 'Point', 'coordinates': [10.01574064, 45.13195042]}",8,8,4,
6939,PM10 (SM2005),µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,2000-12-05T00:00:00.000,5017060,538042,45.30601628,9.48527511,"{'type': 'Point', 'coordinates': [9.48527511, 45.30601628]}",11,11,8,
5676,Biossido di Zolfo,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-02-17T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
10586,Particelle sospese PM2.5,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2010-07-28T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
6936,PM10 (SM2005),µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2000-05-24T00:00:00.000,5052072,547691,45.62055568,9.61173782,"{'type': 'Point', 'coordinates': [9.61173782, 45.62055568]}",5,5,1,
6204,Ossidi di Azoto,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1991-06-02T00:00:00.000,5040815,546236,45.51933533,9.59201917,"{'type': 'Point', 'coordinates': [9.59201917, 45.51933533]}",5,5,1,
10301,Benzene,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,2006-11-07T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
6300,Ossidi di Azoto,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,1994-10-24T00:00:00.000,5044180,512693,45.54759700,9.16698300,"{'type': 'Point', 'coordinates': [9.166983, 45.547597]}",4,4,8,
9897,Biossido di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-10T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
12577,Particelle sospese PM2.5,µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,2012-01-01T00:00:00.000,4998110,579872,45.13195042,10.01574064,"{'type': 'Point', 'coordinates': [10.01574064, 45.13195042]}",8,8,4,
10282,Ozono,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2007-06-16T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
6956,PM10 (SM2005),µg/m³,528,Milano Verziere,116,MI,Milano,N,2001-11-01T00:00:00.000,5034443,515270,45.46334886,9.19532511,"{'type': 'Point', 'coordinates': [9.19532511, 45.46334886]}",4,4,8,
10279,Biossido di Azoto,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2007-06-16T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
20529,Particelle sospese PM2.5,µg/m³,501,Milano v.Marche,129,MI,Milano,N,2022-01-01T00:00:00.000,5038105,514918,45.49631883,9.19093444,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",4,4,8,
10352,PM10 (SM2005),µg/m³,517,Turbigo,141,MI,Turbigo,N,2008-01-01T00:00:00.000,5041480,479423,45.52655611,8.73650211,"{'type': 'Point', 'coordinates': [8.73650211, 45.52655611]}",4,4,8,
9978,Particelle sospese PM2.5,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-11T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
5853,Monossido di Carbonio,mg/m³,560,Varese v.Copelli,383,VA,Varese,N,2003-08-07T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
12588,Nikel,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2008-04-01T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
6766,Ossidi di Azoto,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,1992-08-05T00:00:00.000,5043674,595467,45.54006456,10.22281989,"{'type': 'Point', 'coordinates': [10.22281989, 45.54006456]}",6,6,2,
5534,Biossido di Azoto,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-23T00:00:00.000,5036730,525583,45.48363242,9.32736196,"{'type': 'Point', 'coordinates': [9.32736196, 45.48363242]}",4,4,8,
20032,Ossidi di Azoto,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,2013-10-24T00:00:00.000,4994371,492461,45.10277464,8.90418742,"{'type': 'Point', 'coordinates': [8.90418742, 45.10277464]}",7,7,6,
6264,Ossidi di Azoto,µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,2000-01-13T00:00:00.000,5000892,554872,45.15937678,9.69815314,"{'type': 'Point', 'coordinates': [9.69815314, 45.15937678]}",11,11,8,
9925,Ozono,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-08T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
12617,Benzo(a)pirene,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2008-02-19T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
9991,Ozono,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2006-07-12T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
6288,Ossidi di Azoto,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,5043898,488082,45.54852147,8.84732669,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",4,4,8,
10072,PM10 (SM2005),µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,2007-01-01T00:00:00.000,4994371,492461,45.10277464,8.90418742,"{'type': 'Point', 'coordinates': [8.90418742, 45.10277464]}",7,7,6,
6274,Ossidi di Azoto,µg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,2002-01-24T00:00:00.000,4992297,555154,45.08199189,9.70079278,"{'type': 'Point', 'coordinates': [9.70079278, 45.08199189]}",11,11,8,
5605,Biossido di Azoto,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,5022361,525789,45.35428881,9.32924395,"{'type': 'Point', 'coordinates': [9.32924395, 45.35428881]}",4,4,8,
6832,Ozono,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,2004-03-14T00:00:00.000,5035536,615762,45.46375819,10.48078183,"{'type': 'Point', 'coordinates': [10.48078183, 45.46375819]}",6,6,2,
6382,Ossidi di Azoto,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,
20564,Particelle sospese PM2.5,µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,2022-05-25T00:00:00.000,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
6364,Ossidi di Azoto,µg/m³,517,Turbigo,141,MI,Turbigo,N,1990-01-11T00:00:00.000,5041480,479423,45.52655611,8.73650211,"{'type': 'Point', 'coordinates': [8.73650211, 45.52655611]}",4,4,8,
12676,Benzo(a)pirene,ng/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2008-04-22T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
12028,PM10 (SM2005),µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2011-02-04T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
10339,PM10 (SM2005),µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,2007-09-25T00:00:00.000,5023885,555127,45.36631075,9.70395139,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",8,8,4,
12687,Piombo,ng/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2008-04-01T00:00:00.000,5014860,567712,45.28398000,9.86340258,"{'type': 'Point', 'coordinates': [9.86340258, 45.28398]}",8,8,4,
10129,Ossidi di Azoto,µg/m³,700,Melara v. dell'Artigianato,12,RO,Melara,S,2006-11-29T00:00:00.000,4992347,673928,45.06321458,11.20922257,"{'type': 'Point', 'coordinates': [11.20922257, 45.06321458]}",,,,
20041,Ozono,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2013-12-13T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
5563,Biossido di Azoto,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,2003-08-07T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
12640,Piombo,ng/m³,548,Milano v.Senato,118,MI,Milano,N,2008-07-09T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
17159,Particelle sospese PM2.5,µg/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2012-10-11T00:00:00.000,5014860,567712,45.28398000,9.86340258,"{'type': 'Point', 'coordinates': [9.86340258, 45.28398]}",8,8,4,
6354,Ossidi di Azoto,µg/m³,548,Milano v.Senato,118,MI,Milano,N,1995-04-21T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
12570,Particelle sospese PM2.5,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,2011-09-23T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
9995,Monossido di Carbonio,mg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,4995567,490094,45.11351117,8.87407772,"{'type': 'Point', 'coordinates': [8.87407772, 45.11351117]}",7,7,6,
10384,Benzene,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,2007-01-01T00:00:00.000,4994371,492461,45.10277464,8.90418742,"{'type': 'Point', 'coordinates': [8.90418742, 45.10277464]}",7,7,6,
12621,Cadmio,ng/m³,542,Meda v. Gagarin,222,MB,Meda,N,2008-04-18T00:00:00.000,5056480,512203,45.66099200,9.16022500,"{'type': 'Point', 'coordinates': [9.160225, 45.660992]}",12,12,5,
10451,Ossidi di Azoto,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,2009-08-03T00:00:00.000,5016706,538829,45.30278678,9.49528589,"{'type': 'Point', 'coordinates': [9.49528589, 45.30278678]}",11,11,8,
6248,Ossidi di Azoto,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-01-01T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
10452,Biossido di Azoto,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,2009-08-03T00:00:00.000,5016706,538829,45.30278678,9.49528589,"{'type': 'Point', 'coordinates': [9.49528589, 45.30278678]}",11,11,8,
12627,Piombo,ng/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2008-04-01T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
10017,Ossidi di Azoto,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,
5700,Biossido di Zolfo,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1993-11-01T00:00:00.000,5147136,605598,46.46952397,10.37543275,"{'type': 'Point', 'coordinates': [10.37543275, 46.46952397]}",3,3,7,
12685,Arsenico,ng/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2008-04-01T00:00:00.000,5014860,567712,45.28398000,9.86340258,"{'type': 'Point', 'coordinates': [9.86340258, 45.28398]}",8,8,4,
6813,Biossido di Azoto,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,1990-02-16T00:00:00.000,5011493,601945,45.24955194,10.29913000,"{'type': 'Point', 'coordinates': [10.29913, 45.24955194]}",6,6,2,
6919,PM10 (SM2005),µg/m³,561,Como v.Cattaneo,202,CO,Como,N,2000-01-04T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
17126,Benzene,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2012-09-13T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
17042,Ammoniaca,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2011-02-15T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
5790,Monossido di Carbonio,mg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1994-12-01T00:00:00.000,5040815,546236,45.51933533,9.59201917,"{'type': 'Point', 'coordinates': [9.59201917, 45.51933533]}",5,5,1,
10078,Ossidi di Azoto,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,2006-12-20T00:00:00.000,5030184,631718,45.41277633,10.68336214,"{'type': 'Point', 'coordinates': [10.68336214, 45.41277633]}",9,9,4,
10320,PM10 (SM2005),µg/m³,548,Milano v.Senato,118,MI,Milano,N,2007-08-10T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
10511,Monossido di Carbonio,mg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,2010-02-12T00:00:00.000,5055304,546847,45.64971000,9.60123469,"{'type': 'Point', 'coordinates': [9.60123469, 45.64971]}",5,5,1,
9927,PM10 (SM2005),µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-08T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
10027,PM10 (SM2005),µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,
20617,BlackCarbon,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2023-08-09T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
17122,Particelle sospese PM2.5,µg/m³,548,Milano v.Senato,118,MI,Milano,N,2012-09-04T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
10041,Ozono,µg/m³,687,Ferno v.Di Dio,215,VA,Ferno,N,2006-11-06T00:00:00.000,5051773,481053,45.61924753,8.75697656,"{'type': 'Point', 'coordinates': [8.75697656, 45.61924753]}",1,1,3,
6252,Ossidi di Azoto,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,1991-01-01T00:00:00.000,5060569,531623,45.69795956,9.40619194,"{'type': 'Point', 'coordinates': [9.40619194, 45.69795956]}",10,10,5,
6935,PM10 (SM2005),µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,2000-02-03T00:00:00.000,5040815,546236,45.51933533,9.59201917,"{'type': 'Point', 'coordinates': [9.59201917, 45.51933533]}",5,5,1,
5730,Ozono,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-01-01T00:00:00.000,5072803,517232,45.80857380,9.22177920,"{'type': 'Point', 'coordinates': [9.2217792, 45.8085738]}",2,2,3,
9804,Ossidi di Azoto,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2006-04-23T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
10587,Ammoniaca,µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,2009-03-04T00:00:00.000,5009105,552297,45.23349689,9.66625758,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",11,11,8,
10103,PM10 (SM2005),µg/m³,697,Borgofranco sul Po loc. Bonizzo,14,MN,Borgofranco sul Po,N,2007-01-01T00:00:00.000,4990430,671752,45.04650286,11.18094889,"{'type': 'Point', 'coordinates': [11.18094889, 45.04650286]}",9,9,4,
20490,Monossido di Azoto,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,,5040227,598141,45.50866680,10.25637025,"{'type': 'Point', 'coordinates': [10.25637025, 45.5086668]}",6,6,2,
5809,Monossido di Carbonio,mg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,5017060,538042,45.30601628,9.48527511,"{'type': 'Point', 'coordinates': [9.48527511, 45.30601628]}",11,11,8,
10258,Ammoniaca,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,2006-11-22T00:00:00.000,5014380,578919,45.27848997,10.00620528,"{'type': 'Point', 'coordinates': [10.00620528, 45.27848997]}",8,8,4,
6411,Monossido di Carbonio,mg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,1997-12-12T00:00:00.000,4998110,579872,45.13195042,10.01574064,"{'type': 'Point', 'coordinates': [10.01574064, 45.13195042]}",8,8,4,
10454,Ozono,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,2009-08-03T00:00:00.000,5016706,538829,45.30278678,9.49528589,"{'type': 'Point', 'coordinates': [9.49528589, 45.30278678]}",11,11,8,
10457,Ossidi di Azoto,µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,2009-08-03T00:00:00.000,5009105,552297,45.23349689,9.66625758,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",11,11,8,
12629,Benzo(a)pirene,ng/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2008-04-02T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
5707,Ozono,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,5043898,488082,45.54852147,8.84732669,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",4,4,8,
17040,Nikel,ng/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2012-01-13T00:00:00.000,5059922,550116,45.69104400,9.64366225,"{'type': 'Point', 'coordinates': [9.64366225, 45.691044]}",5,5,1,
5609,Biossido di Azoto,µg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,N,2000-01-13T00:00:00.000,5027003,522127,45.39619767,9.28269897,"{'type': 'Point', 'coordinates': [9.28269897, 45.39619767]}",4,4,8,
9899,Ozono,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-12-01T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
20154,Ozono,µg/m³,690,Mezzana Bigli loc. Casoni,73,PV,Mezzana Bigli,N,2013-11-20T00:00:00.000,4990697,489679,45.06966728,8.86890217,"{'type': 'Point', 'coordinates': [8.86890217, 45.06966728]}",7,7,6,
6328,Ossidi di Azoto,µg/m³,501,Milano v.Marche,129,MI,Milano,N,1980-09-18T00:00:00.000,5038105,514918,45.49631883,9.19093444,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",4,4,8,
12017,Biossido di Azoto,µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,2011-02-08T00:00:00.000,5000087,573153,45.15047339,9.93059842,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",8,8,4,
20487,Monossido di Carbonio,mg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,2021-06-01T00:00:00.000,5030184,631718,45.41277633,10.68336214,"{'type': 'Point', 'coordinates': [10.68336214, 45.41277633]}",9,9,4,
5952,Ozono,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,1996-05-17T00:00:00.000,5014380,578919,45.27848997,10.00620528,"{'type': 'Point', 'coordinates': [10.00620528, 45.27848997]}",8,8,4,
17297,Ozono,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2013-01-24T00:00:00.000,5059922,550116,45.69104400,9.64366225,"{'type': 'Point', 'coordinates': [9.64366225, 45.691044]}",5,5,1,
6705,Monossido di Carbonio,mg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-03-03T00:00:00.000,5003660,511522,45.18633544,9.14667703,"{'type': 'Point', 'coordinates': [9.14667703, 45.18633544]}",7,7,6,
6232,Ossidi di Azoto,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-01-01T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
10437,Ozono,µg/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2009-01-04T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
6220,Ossidi di Azoto,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,N,1994-06-21T00:00:00.000,5060449,551482,45.69568669,9.66126061,"{'type': 'Point', 'coordinates': [9.66126061, 45.69568669]}",5,5,1,
5603,Biossido di Azoto,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,5017060,538042,45.30601628,9.48527511,"{'type': 'Point', 'coordinates': [9.48527511, 45.30601628]}",11,11,8,
9984,Particelle sospese PM2.5,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2006-06-06T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
12531,PM10 (SM2005),µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,2011-02-16T00:00:00.000,5000087,573153,45.15047339,9.93059842,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",8,8,4,
9896,Ossidi di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-10T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
9797,Benzene,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2005-09-30T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
10396,Particelle sospese PM2.5,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2008-12-19T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,
6798,Biossido di Azoto,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,1990-02-18T00:00:00.000,5055826,593900,45.64962671,10.20509022,"{'type': 'Point', 'coordinates': [10.20509022, 45.64962671]}",6,6,2,
20496,PM10 (SM2005),µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,2020-12-08T00:00:00.000,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
20442,Monossido di Azoto,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2007-03-16T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
9965,PM10 (SM2005),µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2006-01-01T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
12667,Nikel,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-23T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
5950,Biossido di Azoto,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,1996-05-17T00:00:00.000,5014380,578919,45.27848997,10.00620528,"{'type': 'Point', 'coordinates': [10.00620528, 45.27848997]}",8,8,4,
9983,Particelle sospese PM2.5,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2006-02-02T00:00:00.000,4987406,493238,45.04008561,8.91415717,"{'type': 'Point', 'coordinates': [8.91415717, 45.04008561]}",7,7,6,
6869,Benzene,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-06T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
6818,Ozono,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,1990-02-15T00:00:00.000,5011493,601945,45.24955194,10.29913000,"{'type': 'Point', 'coordinates': [10.29913, 45.24955194]}",6,6,2,
12589,Arsenico,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2008-04-01T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
20525,Ammoniaca,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,2021-07-12T00:00:00.000,5014273,499103,45.28196356,8.98857592,"{'type': 'Point', 'coordinates': [8.98857592, 45.28196356]}",4,4,8,
5577,Biossido di Azoto,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-02-17T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
12686,Cadmio,ng/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2008-04-01T00:00:00.000,5014860,567712,45.28398000,9.86340258,"{'type': 'Point', 'coordinates': [9.86340258, 45.28398]}",8,8,4,
9739,PM10 (SM2005),µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,2005-04-09T00:00:00.000,5000892,554872,45.15937678,9.69815314,"{'type': 'Point', 'coordinates': [9.69815314, 45.15937678]}",11,11,8,
