idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,utm_nord,utm_est,lat,lng,location,:@computed_region_6hky_swhk,:@computed_region_ttgh_9sm5,:@computed_region_af5v_nc64,datastop
5678,Biossido di Zolfo,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,1991-02-18T00:00:00.000,5066055,503313,45.74804547,9.04259906,"{'type': 'Point', 'coordinates': [9.04259906, 45.74804547]}",2,2,3,2007-11-29T00:00:00.000
5742,Ozono,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,2003-05-24T00:00:00.000,5108901,543736,46.13548600,9.56624000,"{'type': 'Point', 'coordinates': [9.56624, 46.135486]}",3,3,7,
6415,Ossidi di Azoto,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,2002-01-01T00:00:00.000,4998730,581171,45.13738208,10.03237064,"{'type': 'Point', 'coordinates': [10.03237064, 45.13738208]}",8,8,4,2006-04-04T00:00:00.000
6324,Ossidi di Azoto,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-12T00:00:00.000,5036730,525583,45.48363242,9.32736196,"{'type': 'Point', 'coordinates': [9.32736196, 45.48363242]}",4,4,8,
6921,PM10 (SM2005),µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-06-13T00:00:00.000,5072803,517232,45.80857380,9.22177920,"{'type': 'Point', 'coordinates': [9.2217792, 45.8085738]}",2,2,3,
10336,Particolato Totale Sospeso,µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,S,2007-08-07T00:00:00.000,5016690,487833,45.30361483,8.84480578,"{'type': 'Point', 'coordinates': [8.84480578, 45.30361483]}",7,7,6,2007-10-24T00:00:00.000
20528,Particelle sospese PM2.5,µg/m³,708,Parona v. della Miseria,112,PV,Parona,N,2021-06-01T00:00:00.000,5014300,480733,45.28194289,8.75433614,"{'type': 'Point', 'coordinates': [8.75433614, 45.28194289]}",7,7,6,
12016,Ossidi di Azoto,µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,2011-02-08T00:00:00.000,5000087,573153,45.15047339,9.93059842,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",8,8,4,
10114,PM10 (SM2005),µg/m³,698,Ceneselli v. Moro,13,RO,Ceneselli,S,2007-01-01T00:00:00.000,4987161,686934,45.01345800,11.37258100,"{'type': 'Point', 'coordinates': [11.372581, 45.013458]}",,,,2017-01-01T00:00:00.000
6649,Particolato Totale Sospeso,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1990-02-27T00:00:00.000,5050610,523948,45.60862236,9.30711961,"{'type': 'Point', 'coordinates': [9.30711961, 45.60862236]}",12,12,5,2008-07-24T00:00:00.000
5517,Biossido di Azoto,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,N,1991-10-03T00:00:00.000,5041100,503483,45.52342919,9.04460250,"{'type': 'Point', 'coordinates': [9.0446025, 45.52342919]}",4,4,8,
10432,Biossido di Azoto,µg/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2009-01-04T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
17086,Piombo,ng/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,2008-04-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,2011-12-26T00:00:00.000
6594,Biossido di Azoto,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,2000-01-13T00:00:00.000,5026365,538310,45.38975550,9.48941425,"{'type': 'Point', 'coordinates': [9.48941425, 45.3897555]}",8,8,4,2006-04-13T00:00:00.000
5644,Biossido di Zolfo,µg/m³,519,Tribiano,94,MI,Tribiano,S,1982-03-08T00:00:00.000,5028070,529033,45.40554908,9.37099244,"{'type': 'Point', 'coordinates': [9.37099244, 45.40554908]}",4,4,8,2006-03-29T00:00:00.000
10288,Ozono,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2007-06-28T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
5640,Biossido di Zolfo,µg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,1982-03-08T00:00:00.000,5040503,481768,45.51782742,8.76656744,"{'type': 'Point', 'coordinates': [8.76656744, 45.51782742]}",4,4,8,2010-01-18T00:00:00.000
6856,Ossidi di Azoto,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,1990-01-01T00:00:00.000,5044985,584681,45.55325867,10.08492175,"{'type': 'Point', 'coordinates': [10.08492175, 45.55325867]}",6,6,2,2018-07-30T00:00:00.000
6230,Ossidi di Azoto,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1994-07-01T00:00:00.000,5064150,509783,45.73083728,9.12573936,"{'type': 'Point', 'coordinates': [9.12573936, 45.73083728]}",2,2,3,
6366,Ossidi di Azoto,µg/m³,528,Milano Verziere,116,MI,Milano,N,1988-11-24T00:00:00.000,5034443,515270,45.46334886,9.19532511,"{'type': 'Point', 'coordinates': [9.19532511, 45.46334886]}",4,4,8,
5631,Biossido di Zolfo,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,S,1995-04-22T00:00:00.000,5034328,490635,45.46242074,8.88021388,"{'type': 'Point', 'coordinates': [8.88021388, 45.46242074]}",4,4,8,2023-10-03T00:00:00.000
6384,Ossidi di Azoto,µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1993-11-01T00:00:00.000,5118891,589196,46.21629300,10.17039700,"{'type': 'Point', 'coordinates': [10.170397, 46.216293]}",3,3,7,2018-07-30T00:00:00.000
5570,Biossido di Azoto,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1993-10-28T00:00:00.000,5129768,530454,46.32081378,9.39559186,"{'type': 'Point', 'coordinates': [9.39559186, 46.32081378]}",3,3,7,2018-07-30T00:00:00.000
5542,Biossido di Azoto,µg/m³,539,Milano v.Liguria,115,MI,Milano,N,1991-10-24T00:00:00.000,5032273,513134,45.44386047,9.16794489,"{'type': 'Point', 'coordinates': [9.16794489, 45.44386047]}",4,4,8,
20751,Ozono,µg/m³,1322,DarfoBT,221,BS,Darfo Boario Terme,N,2024-02-28T00:00:00.000,5080975,591483,45.87626097,10.17883506,"{'type': 'Point', 'coordinates': [10.17883506, 45.87626097]}",6,6,7,
6926,PM10 (SM2005),µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,1999-12-14T00:00:00.000,5108901,543736,46.13548600,9.56624000,"{'type': 'Point', 'coordinates': [9.56624, 46.135486]}",3,3,7,
10133,Monossido di Carbonio,mg/m³,700,Melara v. dell'Artigianato,12,RO,Melara,S,2006-11-28T00:00:00.000,4992347,673928,45.06321458,11.20922257,"{'type': 'Point', 'coordinates': [11.20922257, 45.06321458]}",,,,
20157,Particelle sospese PM2.5,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2013-11-20T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
6326,Ossidi di Azoto,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-04-22T00:00:00.000,5034328,490635,45.46242074,8.88021388,"{'type': 'Point', 'coordinates': [8.88021388, 45.46242074]}",4,4,8,
10023,Monossido di Carbonio,mg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,S,2006-06-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,2022-04-30T00:00:00.000
10475,Biossido di Azoto,µg/m³,1267,Turano Lodigiano v. Gramsci,65,LO,Turano Lodigiano,S,2009-08-03T00:00:00.000,5010942,548751,45.25028636,9.62126692,"{'type': 'Point', 'coordinates': [9.62126692, 45.25028636]}",11,11,8,2017-03-31T00:00:00.000
9919,Ossidi di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2004-06-05T00:00:00.000,5006244,641169,45.19554761,10.79727231,"{'type': 'Point', 'coordinates': [10.79727231, 45.19554761]}",9,9,4,2018-07-30T00:00:00.000
5949,Ozono,µg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,1996-05-19T00:00:00.000,4981793,612537,44.98066517,10.42738161,"{'type': 'Point', 'coordinates': [10.42738161, 44.98066517]}",8,8,4,2007-02-21T00:00:00.000
5518,Biossido di Azoto,µg/m³,515,Pero SS Sempione,141,MI,Pero,S,1986-12-10T00:00:00.000,5039595,507028,45.50985564,9.08997419,"{'type': 'Point', 'coordinates': [9.08997419, 45.50985564]}",4,4,8,2018-07-30T00:00:00.000
10149,PM10 (SM2005),µg/m³,701,Ostiglia v.Colombo,14,MN,Ostiglia,S,2007-01-01T00:00:00.000,4993316,668216,45.07331225,11.13703575,"{'type': 'Point', 'coordinates': [11.13703575, 45.07331225]}",9,9,4,2017-01-01T00:00:00.000
5505,Biossido di Azoto,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1977-05-06T00:00:00.000,5035546,517377,45.47322769,9.22231536,"{'type': 'Point', 'coordinates': [9.22231536, 45.47322769]}",4,4,8,2007-06-11T00:00:00.000
6414,Monossido di Carbonio,mg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1994-11-14T00:00:00.000,4998730,581171,45.13738208,10.03237064,"{'type': 'Point', 'coordinates': [10.03237064, 45.13738208]}",8,8,4,2006-04-04T00:00:00.000
9800,Monossido di Carbonio,mg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2005-01-20T00:00:00.000,5001664,646147,45.15332800,10.85927200,"{'type': 'Point', 'coordinates': [10.859272, 45.153328]}",9,9,4,2024-01-31T00:00:00.000
10354,PM10 (SM2005),µg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,2008-06-27T00:00:00.000,5040503,481768,45.51782742,8.76656744,"{'type': 'Point', 'coordinates': [8.76656744, 45.51782742]}",4,4,8,2023-06-06T00:00:00.000
9852,Biossido di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,4987406,493238,45.04008561,8.91415717,"{'type': 'Point', 'coordinates': [8.91415717, 45.04008561]}",7,7,6,
9890,PM10 (SM2005),µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-11-18T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,
5787,Monossido di Carbonio,mg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1994-12-01T00:00:00.000,5065779,559162,45.74304147,9.76054592,"{'type': 'Point', 'coordinates': [9.76054592, 45.74304147]}",5,5,1,2007-03-14T00:00:00.000
6686,Biossido di Zolfo,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
10330,Particolato Totale Sospeso,µg/m³,708,Parona v. della Miseria,112,PV,Parona,S,2007-08-08T00:00:00.000,5014300,480733,45.28194289,8.75433614,"{'type': 'Point', 'coordinates': [8.75433614, 45.28194289]}",7,7,6,2010-10-20T00:00:00.000
5956,Biossido di Zolfo,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,4998730,581171,45.13738208,10.03237064,"{'type': 'Point', 'coordinates': [10.03237064, 45.13738208]}",8,8,4,2006-04-04T00:00:00.000
6845,Ossidi di Azoto,µg/m³,659,Odolo v.Praes,349,BS,Odolo,N,1990-10-08T00:00:00.000,5055661,608260,45.64605175,10.38929672,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",6,6,2,
9930,Ossidi di Azoto,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-11T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
5690,Biossido di Zolfo,µg/m³,603,Castiraga Vidardo v.Craxi,74,LO,Castiraga Vidardo,S,2000-01-13T00:00:00.000,5012170,531404,45.26232903,9.40029257,"{'type': 'Point', 'coordinates': [9.40029257, 45.26232903]}",11,11,8,2008-04-11T00:00:00.000
10477,Monossido di Carbonio,mg/m³,1267,Turano Lodigiano v. Gramsci,65,LO,Turano Lodigiano,S,2009-08-03T00:00:00.000,5010942,548751,45.25028636,9.62126692,"{'type': 'Point', 'coordinates': [9.62126692, 45.25028636]}",11,11,8,2017-03-31T00:00:00.000
5686,Biossido di Zolfo,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1991-02-17T00:00:00.000,5066429,520613,45.75111892,9.26502439,"{'type': 'Point', 'coordinates': [9.26502439, 45.75111892]}",10,10,5,2003-06-10T00:00:00.000
12605,Benzo(a)pirene,ng/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,S,2008-04-17T00:00:00.000,5080789,591371,45.87460256,10.17736553,"{'type': 'Point', 'coordinates': [10.17736553, 45.87460256]}",6,6,7,2022-12-31T00:00:00.000
6814,Biossido di Zolfo,µg/m³,656,Gambara v.Parma,47,BS,Gambara,S,1990-02-16T00:00:00.000,5011493,601945,45.24955194,10.29913000,"{'type': 'Point', 'coordinates': [10.29913, 45.24955194]}",6,6,2,2012-01-04T00:00:00.000
5629,Biossido di Zolfo,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,1994-11-24T00:00:00.000,5049330,509823,45.59096100,9.13941700,"{'type': 'Point', 'coordinates': [9.139417, 45.590961]}",12,12,5,1999-10-12T00:00:00.000
6286,Ossidi di Azoto,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,1990-02-13T00:00:00.000,5046977,527628,45.57577800,9.35409400,"{'type': 'Point', 'coordinates': [9.354094, 45.575778]}",12,12,5,2018-07-30T00:00:00.000
6885,Biossido di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2003-09-26T00:00:00.000,5006244,641169,45.19554761,10.79727231,"{'type': 'Point', 'coordinates': [10.79727231, 45.19554761]}",9,9,4,2018-07-30T00:00:00.000
6613,Particolato Totale Sospeso,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,S,2004-06-22T00:00:00.000,5059922,550116,45.69104400,9.64366225,"{'type': 'Point', 'coordinates': [9.64366225, 45.691044]}",5,5,1,2000-07-02T00:00:00.000
20484,Ammoniaca,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
5955,Biossido di Azoto,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,4998730,581171,45.13738208,10.03237064,"{'type': 'Point', 'coordinates': [10.03237064, 45.13738208]}",8,8,4,2006-04-04T00:00:00.000
12674,Arsenico,ng/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2008-04-01T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
5694,Biossido di Zolfo,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,5022361,525789,45.35428881,9.32924395,"{'type': 'Point', 'coordinates': [9.32924395, 45.35428881]}",4,4,8,2007-11-08T00:00:00.000
6689,Monossido di Carbonio,mg/m³,642,Pavia v. Folperti,77,PV,Pavia,S,2002-06-01T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,2012-01-04T00:00:00.000
5688,Biossido di Zolfo,µg/m³,578,Varenna v.Polvani,220,LC,Varenna,S,1991-02-17T00:00:00.000,5095134,522088,46.00942731,9.28531411,"{'type': 'Point', 'coordinates': [9.28531411, 46.00942731]}",10,10,5,2001-03-20T00:00:00.000
6605,Particolato Totale Sospeso,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-09-18T00:00:00.000,5060449,545762,45.69608872,9.58779631,"{'type': 'Point', 'coordinates': [9.58779631, 45.69608872]}",5,5,1,2000-01-28T00:00:00.000
6837,Biossido di Azoto,µg/m³,658,Manerbio v.Solferino,66,BS,Manerbio,S,1992-08-28T00:00:00.000,5022465,589673,45.34995906,10.14475383,"{'type': 'Point', 'coordinates': [10.14475383, 45.34995906]}",6,6,2,2015-03-03T00:00:00.000
10406,Ossidi di Azoto,µg/m³,1263,Villa di Serio v. Glera,280,BG,Villa di Serio,S,2008-10-08T00:00:00.000,5064969,557447,45.72788100,9.73848100,"{'type': 'Point', 'coordinates': [9.738481, 45.727881]}",5,5,1,2018-07-30T00:00:00.000
10456,Particelle sospese PM2.5,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,2009-08-03T00:00:00.000,5016706,538829,45.30278678,9.49528589,"{'type': 'Point', 'coordinates': [9.49528589, 45.30278678]}",11,11,8,
10004,Ossidi di Azoto,µg/m³,684,Truccazzano via Fornasino,105,MI,Truccazzano,S,2006-02-17T00:00:00.000,5036889,536835,45.48455958,9.47134686,"{'type': 'Point', 'coordinates': [9.47134686, 45.48455958]}",4,4,8,2018-01-01T00:00:00.000
6614,Particolato Totale Sospeso,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,S,1994-06-15T00:00:00.000,5060449,551482,45.69568669,9.66126061,"{'type': 'Point', 'coordinates': [9.66126061, 45.69568669]}",5,5,1,2005-10-21T00:00:00.000
12616,Piombo,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2008-02-19T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
6730,Biossido di Azoto,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2002-03-07T00:00:00.000,4981380,500562,44.98587178,9.00714089,"{'type': 'Point', 'coordinates': [9.00714089, 44.98587178]}",7,7,6,2012-10-16T00:00:00.000
9880,Monossido di Carbonio,mg/m³,674,Monza v.Machiavelli,162,MB,Monza,S,2005-10-21T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,2023-10-11T00:00:00.000
5847,Monossido di Carbonio,mg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,5047718,487687,45.58289429,8.84216546,"{'type': 'Point', 'coordinates': [8.84216546, 45.58289429]}",1,1,3,
10081,Ozono,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,2007-02-06T00:00:00.000,5030184,631718,45.41277633,10.68336214,"{'type': 'Point', 'coordinates': [10.68336214, 45.41277633]}",9,9,4,
5552,Biossido di Azoto,µg/m³,549,Milano P.zza Abbiategrasso,111,MI,Milano,S,1995-05-20T00:00:00.000,5030980,514247,45.43220019,9.18215183,"{'type': 'Point', 'coordinates': [9.18215183, 45.43220019]}",4,4,8,2018-07-30T00:00:00.000
5951,Biossido di Zolfo,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,S,1992-11-01T00:00:00.000,5014380,578919,45.27848997,10.00620528,"{'type': 'Point', 'coordinates': [10.00620528, 45.27848997]}",8,8,4,2012-01-04T00:00:00.000
6944,PM10 (SM2005),µg/m³,632,Pizzighettone v.Formigara,45,CR,Pizzighettone,S,2000-02-03T00:00:00.000,5003440,562333,45.18169064,9.79339003,"{'type': 'Point', 'coordinates': [9.79339003, 45.18169064]}",8,8,4,2014-01-02T00:00:00.000
10036,Benzene,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
5658,Biossido di Zolfo,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-23T00:00:00.000,5075945,484773,45.83690156,8.80393486,"{'type': 'Point', 'coordinates': [8.80393486, 45.83690156]}",1,1,3,
6864,Ossidi di Azoto,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1992-08-05T00:00:00.000,5041110,604367,45.51571417,10.33624003,"{'type': 'Point', 'coordinates': [10.33624003, 45.51571417]}",6,6,2,
9923,Biossido di Zolfo,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,S,2006-04-14T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,2022-12-31T00:00:00.000
9798,Monossido di Carbonio,mg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-28T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
10001,Ossidi di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,5041567,540293,45.52647322,9.51599100,"{'type': 'Point', 'coordinates': [9.515991, 45.52647322]}",4,4,8,
5661,Biossido di Zolfo,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-10-31T00:00:00.000,5059449,555672,45.68636206,9.71495853,"{'type': 'Point', 'coordinates': [9.71495853, 45.68636206]}",5,5,1,2003-06-03T00:00:00.000
10583,Ossidi di Azoto,µg/m³,1274,Perledo P.zza della stazione,212,LC,Perledo,N,2010-09-01T00:00:00.000,5095846,522171,46.01583272,9.28641942,"{'type': 'Point', 'coordinates': [9.28641942, 46.01583272]}",10,10,5,
5800,Monossido di Carbonio,mg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,1991-12-20T00:00:00.000,5066055,503313,45.74804547,9.04259906,"{'type': 'Point', 'coordinates': [9.04259906, 45.74804547]}",2,2,3,2012-01-04T00:00:00.000
10491,PM10 (SM2005),µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2009-03-31T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
10145,Monossido di Carbonio,mg/m³,701,Ostiglia v.Colombo,14,MN,Ostiglia,S,2006-11-29T00:00:00.000,4993316,668216,45.07331225,11.13703575,"{'type': 'Point', 'coordinates': [11.13703575, 45.07331225]}",9,9,4,2017-01-01T00:00:00.000
6656,Particolato Totale Sospeso,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-07-16T00:00:00.000,5056010,484229,45.65746297,8.79757739,"{'type': 'Point', 'coordinates': [8.79757739, 45.65746297]}",1,1,3,1999-12-16T00:00:00.000
20495,Biossido di Azoto,µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,2020-12-07T00:00:00.000,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
6904,Ozono,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2004-09-08T00:00:00.000,5052072,547691,45.62055568,9.61173782,"{'type': 'Point', 'coordinates': [9.61173782, 45.62055568]}",5,5,1,
10290,PM10 (SM2005),µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2000-12-31T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
10054,Biossido di Zolfo,µg/m³,691,Ferrera Erbognone AGIP v. Indipendenza,89,PV,Ferrera Erbognone,S,2007-01-01T00:00:00.000,4995270,489675,45.11083169,8.86875714,"{'type': 'Point', 'coordinates': [8.86875714, 45.11083169]}",7,7,6,2017-01-01T00:00:00.000
6392,Ossidi di Azoto,µg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,5048975,479783,45.59402776,8.74080297,"{'type': 'Point', 'coordinates': [8.74080297, 45.59402776]}",1,1,3,2018-07-30T00:00:00.000
5736,Ozono,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1996-11-07T00:00:00.000,5066429,520613,45.75111892,9.26502439,"{'type': 'Point', 'coordinates': [9.26502439, 45.75111892]}",10,10,5,2018-01-01T00:00:00.000
6228,Ossidi di Azoto,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,N,1990-09-21T00:00:00.000,5063058,581311,45.71630489,10.04477436,"{'type': 'Point', 'coordinates': [10.04477436, 45.71630489]}",5,5,1,
6937,PM10 (SM2005),µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,2000-05-24T00:00:00.000,5056421,548190,45.65967114,9.61858011,"{'type': 'Point', 'coordinates': [9.61858011, 45.65967114]}",5,5,1,2017-01-01T00:00:00.000
6419,Ossidi di Azoto,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,2002-01-01T00:00:00.000,5023885,555127,45.36631075,9.70395139,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",8,8,4,
5745,Ozono,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-08-30T00:00:00.000,5056010,484229,45.65746297,8.79757739,"{'type': 'Point', 'coordinates': [8.79757739, 45.65746297]}",1,1,3,2018-01-01T00:00:00.000
10088,Biossido di Azoto,µg/m³,696,Monzambano campo sportivo,88,MN,Monzambano,S,2006-12-01T00:00:00.000,5027572,632338,45.38915861,10.69058081,"{'type': 'Point', 'coordinates': [10.69058081, 45.38915861]}",9,9,4,2020-08-01T00:00:00.000
5651,Biossido di Zolfo,µg/m³,501,Milano v.Marche,129,MI,Milano,S,1973-11-07T00:00:00.000,5038105,514918,45.49631883,9.19093444,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",4,4,8,1999-04-05T00:00:00.000
5572,Biossido di Azoto,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,
5957,Ozono,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1992-11-01T00:00:00.000,4998730,581171,45.13738208,10.03237064,"{'type': 'Point', 'coordinates': [10.03237064, 45.13738208]}",8,8,4,2006-04-04T00:00:00.000
5556,Biossido di Azoto,µg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,1993-06-23T00:00:00.000,5052270,502902,45.62397317,9.03723114,"{'type': 'Point', 'coordinates': [9.03723114, 45.62397317]}",1,1,3,2003-12-03T00:00:00.000
20489,Ossidi di Azoto,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,,5040227,598141,45.50866680,10.25637025,"{'type': 'Point', 'coordinates': [10.25637025, 45.5086668]}",6,6,2,
9857,Biossido di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
5659,Biossido di Zolfo,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-05T00:00:00.000,5065779,559162,45.74304147,9.76054592,"{'type': 'Point', 'coordinates': [9.76054592, 45.74304147]}",5,5,1,2003-05-31T00:00:00.000
